sentence_id_2,sentence_id_1,sentence_text_2,argument_id_2,sentence_text_1,argument_id_1,score
S0020849002sc,B0439003sc,Urgent action is required to protect the authority of the House of Commons,S0020849,Wise princes bestow rewards strategically,B0439,0.6950230710525978
B0647002p,B0504001p,"Initially, the monarchy was established to protect citizens from external threats and to resolve internal disputes, fostering a sense of security and stability",B0647,The legislative power cannot rule by extemporary arbitrary decrees,B0504,0.8066745115214312
S0051928003p,B0183004p,The refusal to pass the previous proviso for the restoration of Lords Callender and Cranstone indicates a need for a more formal legislative approach,S0051928,"The notion that a king, who is meant to uphold justice, should be exempt from accountability is fundamentally flawed",B0183,0.7847374607863131
S0020240005p,B1125009p,The existing process should not be disrupted,S0020240,A successful dominion is one where the laws are respected and the citizens are engaged in a cooperative society,B1125,0.8613607403161143
S0051928001p,B0452006p,The restoration of Lords Callender and Cranstone is essential for the stability and integrity of our governance,S0051928,"Without a nobility or a strong military to support it, a monarchy lacks the necessary foundation to sustain itself",B0452,0.5958391234133774
S0023173006p,B0546001p,It is essential to address these acts of defiance and ensure that those who engage in treasonous conduct are held accountable,S0023173,The power of the legislative does revert to the people if the government is dissolved,B0546,0.894641572923707
S0070548009p,B0937002p,Fostering division and factionalism within both church and state ultimately jeopardizes the stability of the monarchy and incites public discontent,S0070548,"The structure of power indicates that the people retain the authority to elect and abdicate their kings, indicating a strong element of popular governance",B0937,0.9239682054010467
S0080028007p,B1207003p,The Oath of Allegiance recognizes King James II as the rightful ruler,S0080028,Even those who govern tyrannically are seen as instruments of divine judgment,B1207,0.9117122951814567
S0022945002sc,B0890003sc,to express gratitude,S0022945,Blasphemy is connected to the downfall of kings,B0890,0.8880413204448969
S0018702001sc,B0456002sc,Disbanding the Army,S0018702,Dictatorial power is crucial for maintaining safety in a commonwealth during crises,B0456,0.9204043938692735
B0665004p,B0615001p,"The consequences of neglecting this duty are dire, as bad magistrates can act like wolves, preying on the weak and undermining the stability of the state",B0665,It is just for heretical kings to be compelled to the faith by tortures and punishments,B0615,0.918012589552104
B0285007p,B0021002p,Legitimate authority stems from the will of the people,B0285,"When individuals consent to form a community, they collectively create a single body politic, which operates based on the will of the majority",B0021,0.4512992394057422
B0779008p,B0380005p,"Historical precedents show that when Kings have attempted to refuse justice or deny the enactment of laws, they have been compelled to comply by the people",B0779,Historical examples illustrate that agreements made by kings to cede parts of the kingdom have often been deemed invalid,B0380,0.21932290626171183
S0019485004p,B1217005p,Having a significant portion of the Militia ready allows England to demonstrate its commitment to protecting the Protestant establishment,S0019485,"If appointed magistrates fail to act against tyrannical behavior, they are complicit in betraying the very liberties they are meant to safeguard",B1217,0.9100283820622164
S0000924002p,B0574009p,Such limitations undermine the honor and privilege of Parliament,S0000924,The king controls the composition of Parliament,B0574,0.8866306043558273
S0024351007p,B0864004p,Allowing King William to make appointments freely would ensure a united front that reflects the will of the people and strengthens the new constitutional framework,S0024351,"For instance, Abraham recognized the king of Sodom as having true lordship",B0864,0.9110740516660921
S0017348001p,B0504010p,The preservation of the Honour of the House and the good opinion of King Charles II and the English people is paramount,S0017348,The legitimacy of laws hinges on their promulgation and adherence to established principles,B0504,0.6820457941592641
S0020751003sc,B1068001sc,Parliament must ensure justice,S0020751,A judge's error does not create new laws,B1068,0.734547609212316
S0024425003p,B0029001p,It is crucial to differentiate between hereditary revenue and other forms of revenue,S0024425,The preservation of property is indeed the primary reason for forming a commonwealth,B0029,0.7362508360050164
S0052279002sc,B0349001sc,The current Parliament should publicly print its Resolves to build public trust,S0052279,The peers of the kingdom hold authority over the king,B0349,0.830247252588931
B0571004p,B0329004p,The nobles must receive and execute the king's orders,B0571,"The king, as a servant of his kingdom, deserves to have his ordinary and extraordinary charges covered by the resources of his realm",B0329,0.6830305966703708
S0018256003sc,B0052002sc,to protect the nation's future,S0018256,Usurpation violates the rights of individuals,B0052,0.7778561738604042
S0051651002sc,B1152002sc,to prevent public discontent,S0051651,Elected monarchy is a more effective governance than non-elected monarchy,B1152,0.9227267474027939
S0020301002p,B0192003p,Skepticism is warranted regarding the entirety of Mr. Oates's claims,S0020301,Citizens who were subjected to such rulers had no say in their governance and were forced to acknowledge authority that was not derived from their consent,B0192,0.6026017050101518
S0021341006p,B0340001p,The Lords can uphold the principles of parliamentary sovereignty during a time of heightened political tension surrounding the Exclusion Bill,S0021341,It is not permissible for private individuals to resist by arms,B0340,0.9234098825600479
